Matlab,Python
0+0i,0
0.1+0i,0.1
0.2+0i,0.2
0.3+0i,0.3
0.4+0i,0.4
0.5+0i,0.5
0.6+0i,0.6
0.7+0i,0.7
0.8+0i,0.8
0.9+0i,0.9
6821.51511311165+0i,6821.515113
6395.31582341571+0i,6395.315823
0+0i,0
0+0i,0
331.627316854269+0i,331.6273169
0+0i,0
23.8881075046672+0i,23.8881075
0+0i,0
6.84832637531372+0i,6.848326375
4.54050901635259+0i,4.540509016
3.57913886845581+0i,3.579138868
0+0i,0
0+0i,0
1085.67784962779+0i,1085.67785
1017.84612593042+0i,1017.846126
0+0i,0
0+0i,0
52.7801267416592+0i,52.78012674
0+0i,0
3.80191039047838+0i,3.80191039
0+0i,0
1.08994499453778+0i,1.089944995
0.722644454105835+0i,0.722644454
0.569637642927075+0i,0.569637643
0+0i,0
0+0i,0
0.0969260990854679+0i,0.096926099
0.111553777557351+0i,0.111553778
