Matlab,Python
0+0i,0
0.1+0i,0.1
0.2+0i,0.2
0.3+0i,0.3
0.4+0i,0.4
0.5+0i,0.5
0.6+0i,0.6
0.7+0i,0.7
0.8+0i,0.8
0.9+0i,0.9
-664.311953603692+0i,-664.3119536
-717.897535011903+0i,-717.897535
-628.318530717958+0i,-628.3185307
-573.387044521828+0i,-573.3870445
-266.533391900084+0i,-266.5333919
-105.196968653568+0i,-105.1969687
-18.4941139867231+0i,-18.49411399
-31.7053653259026+0i,-31.70536533
-0.38410113284965+0i,-0.384101133
-6.51352901455955+0i,-6.513529015
-3.09801843562413+0i,-3.098018436
-0.597502723872179+0i,-0.597502724
-6.15191165633444+0i,-6.151911656
6821.53387467149+0i,6821.533875
6395.2960553934+0i,6395.296055
0+0i,0
0+0i,0
331.600762785903+0i,331.6007628
0+0i,0
24.487474411125+0i,24.48747441
0+0i,0
6.86103706497525+0i,6.861037065
4.53190589431075+0i,4.531905894
3.54789113516303+0i,3.547891135
0+0i,0
0+0i,0
1085.68083562278+0i,1085.680836
1017.84297975196+0i,1017.84298
0+0i,0
0+0i,0
52.7759005304195+0i,52.77590053
0+0i,0
3.89730259636685+0i,3.897302596
0+0i,0
1.09196796362752+0i,1.091967964
0.721275224706852+0i,0.721275225
0.564664411713112+0i,0.564664412
0+0i,0
0+0i,0
0.0969260157835026+0i,0.096926016
0.111553356170549+0i,0.111553356
1+0i,1
1+0i,1
0.626488928783927+0i,0.626488929
1+0i,1
0.60267679876584+0i,0.602676799
1+0i,1
0.0558954333489617+0i,0.055895433
0.820860578557016+0i,0.820860579
0.65773633934346+0i,0.657736339
1+0i,1
1+0i,1
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.208498140415311+0.0354255991750203i,0.20849814041530812+0.03542559917501227j
0.208496292291675+0.0354268106031601i,0.20849629229167674+0.0354268106031684j
0.257634714798054-0.0254550587471143i,0.25763471479804895-0.025455058747122047j
0.257636312677055-0.0254519731157216i,0.2576363126770605-0.025451973115713514j
0.211486282376781+0i,0.211486282
0.211484663294736+0i,0.211484663
0.258889177612533+0i,0.258889178
0.25889046437695+0i,0.258890464
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.226090157902125+0.036108145210953i,0.22609015790212741+0.03610814521096181j
0.226092286445144+0.0361072199764322i,0.2260922864451413+0.03610721997642409j
0.244876473312039-0.0269211776729316i,0.24487647331204426-0.026921177672922868j
0.244874816467854-0.0269242510777345i,0.24487481646784895-0.026924251077742885j
0.228955361699138+0i,0.228955362
0.228957317691354+0i,0.228957318
0.246351856069807+0i,0.246351856
0.246350545029359+0i,0.246350545
3+0i,3
1.00000000000001+3.12717473200837e-31i,1.0000000000000637-6.416822633362956e-31j
1.00000000000001+0i,1
1+0i,1
2+0i,2
1.22468859139845-3.16150738381372e-32i,1.2246885913985104+8.833434804212179e-32j
-0.224688591398444+5.27907815623883e-36i,-0.22468859139844846+2.8177848570250813e-33j
1.22468859139845+0i,1.224688591
0.224688591398444+0i,0.224688591
19+0i,19
20+0i,20
0.435033714235036+0.00415496938619381i,0.43503371423503784+0.004154969386091491j
0.435343213190514+0.00420570328578141i,0.4353432131906321+0.004205703285565176j
0.435053555659221+0i,0.435053556
0.435363527653809+0i,0.435363528
1+0i,1
2+0i,2
-0.22468859139844+8.61846230728241e-32i,-0.2246885913984361-6.147981294468061e-32j
1.22468859139844+6.04237248679425e-33i,1.2246885913984362-1.810022931547986e-32j
0.22468859139844+0i,0.224688591
1.22468859139844+0i,1.224688591
8+0i,8
9+0i,9
13+0i,13
0.347123975217206-0.339326710574181i,0.34712397522817967-0.3393267105739925j
0.519448087382715+0.198661364561323i,0.5194480873865873+0.19866136455681588j
0.0994475009115794+0.0464401980148219i,0.09944750090720252+0.04644019802034633j
0.485425247262325+0i,0.485425247
0.556140857386802+0i,0.556140857
0.109756537068251+0i,0.109756537
10+0i,10
1.01702016042387+1.33708700782531e-18i,1.017020160425247-3.4643774762947152e-18j
1.01702016042387+0i,1.01702016
4+0i,4
6+0i,6
8+0i,8
11+0i,11
12+0i,12
13+0i,13
14+0i,14
0.14361870872255-0.102022396995539i,0.1436187087373614-0.10202239699483583j
0.129209605881853+0.0347892013264774i,0.1292096058902759+0.03478920133800077j
0.128970307937618+0.212911115501174i,0.12897030792342304+0.21291111551309302j
0.261004838682159+0.0183355698044976i,0.26100483868588886+0.018335569799120127j
0.160852661810188-0.0130221535033297i,0.16085266179837726-0.013022153516805744j
0.152153655843323-0.0672235551606825i,0.15215365585244633-0.06722355515688817j
0.0867604993317628-0.0641303194851463i,0.08676049932730753-0.06413031948505485j
0.176167258546666+0i,0.176167259
0.133811101113017+0i,0.133811101
0.248926662761301+0i,0.248926663
0.261648082231756+0i,0.261648082
0.161378918366951+0i,0.161378918
0.166342241643335+0i,0.166342242
0.107889212257592+0i,0.107889212
4+0i,4
6+0i,6
8+0i,8
11+0i,11
12+0i,12
13+0i,13
14+0i,14
0.117486001695531-0.0932682528523147i,0.11748600170372563-0.09326825283107033j
0.222337015824974+0.0750820638867798i,0.22233701579892495+0.07508206391195611j
-0.0700885679492226-0.104405026397574i,-0.07008856794328142-0.10440502640170236j
0.0978895575963704-0.0857919326206952i,0.09788955758717266-0.08579193262109072j
0.141681039750636-0.0906849368273011i,0.14168103974926838-0.09068493682936697j
0.210424028711819+0.117261887089713i,0.21042402871136573+0.11726188706237169j
0.254171233110126+0.21344150925453i,0.2541712331267574+0.2134415092370769j
0.150006425144144+0i,0.150006425
0.234672250007224+0i,0.23467225
0.125749023432594+0i,0.125749023
0.130163824426017+0i,0.130163824
0.168217938378144+0i,0.168217938
0.24089130748774+0i,0.240891307
0.331904042779798+0i,0.331904043
4+0i,4
6+0i,6
11+0i,11
12+0i,12
14+0i,14
0.252323216228316-0.159470771941318i,0.25232321620615056-0.15947077196360718j
0.163431639057184+0.227592799004566i,0.16343163907598596+0.2275927989798237j
0.16695774644075-0.0251460612480569i,0.1669577464459014-0.025146061234123662j
0.202033267984612-0.102361503718578i,0.20203326799832877-0.10236150369623868j
0.089781017895697+0.0570656464587949i,0.08978101788986198+0.057065646467704734j
0.298492768005125+0i,0.298492768
0.280193473877695+0i,0.280193474
0.168840793331662+0i,0.168840793
0.226484698856392+0i,0.226484699
0.106381949503417+0i,0.10638195
5+0i,5
7+0i,7
1.08320097974363-4.98074347601174e-19i,1.0832009797413376+1.6647115102639064e-17j
-0.112698925605143-1.18440319183418e-18i,-0.11269892560425106+1.373027345090272e-18j
1.08320097974363+0i,1.08320098
0.112698925605143+0i,0.112698926
7+0i,7
1.10036019438865-9.99449549582598e-17i,1.1003601943820351-1.7946382427858814e-16j
1.10036019438865+0i,1.100360194
-664.311573782708+0i,-664.3115738
-717.893380087475+0i,-717.8933801
-628.318530717952+0i,-628.3185307
-573.387044521834+0i,-573.3870445
-266.557616238642+0i,-266.5576162
-105.196968653567+0i,-105.1969687
-18.4498882251214+0i,-18.44988823
-31.7138130083103+0i,-31.71381301
-0.420906288311655+0i,-0.420906288
-6.48583386808621+0i,-6.485833868
-0.602121944849818+0i,-0.602121945
-3.10319510804339+0i,-3.103195108
-6.15934372703986+0i,-6.159343727
6821.54336224418+0i,6821.543362
6395.28645723583+0i,6395.286457
0+0i,0
0+0i,0
331.57599431698+0i,331.5759943
0+0i,0
24.784571712963+0i,24.78457171
0+0i,0
6.86761622309558+0i,6.867616223
4.52786200130225+0i,4.527862001
0+0i,0
3.53202875541601+0i,3.532028755
0+0i,0
1085.68234561687+0i,1085.682346
1017.84145215774+0i,1017.841452
0+0i,0
0+0i,0
52.7719585061576+0i,52.77195851
0+0i,0
3.94458710053362+0i,3.944587101
0+0i,0
1.09301506916375+0i,1.093015069
0.720631619145216+0i,0.720631619
0+0i,0
0.562139835567172+0i,0.562139836
0+0i,0
0.0969258273460069+0i,0.096925827
0.11155288391226+0i,0.111552884
1+0i,1
1+0i,1
0.626551947108311+0i,0.626551947
1+0i,1
0.597126486063152+0i,0.597126486
1+0i,1
0.0611737715580151+0i,0.061173772
0.819957151107321+0i,0.819957151
1+0i,1
0.660029520982751+0i,0.660029521
1+0i,1
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.208498465383943+0.0354231939742419i,0.20849846538394373+0.03542319397424294j
0.208495705140322+0.0354288242271825i,0.2084957051403215+0.03542882422718146j
0.257633576310567-0.0254573852080951i,0.2576335763105685-0.025457385208094523j
0.257636798919438-0.0254492790271036i,0.2576367989194374-0.02544927902710411j
0.211486199877902+0i,0.2114862
0.211484421762173+0i,0.211484422
0.258888273400334+0i,0.258888273
0.258890683417643+0i,0.258890683
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.226089820743081+0.0361108580214412i,0.22608982074308062+0.036110858021440734j
0.226092908018874+0.0361051547511801i,0.22609290801887413+0.03610515475118061j
0.244877765643247-0.0269185586387557i,0.24487776564324598-0.026918558638756807j
0.244874349898573-0.0269269634524137i,0.24487434989857407-0.026926963452412578j
0.22895545660823+0i,0.228955457
0.228957605805174+0i,0.228957606
0.246352854470203+0i,0.246352854
0.246350377712348+0i,0.246350378
3+0i,3
1.00000000000012+5.66991354924728e-31i,1.0000000000000362-1.2308545087107761e-30j
1.00000000000012+0i,1
1+0i,1
2+0i,2
1.22468859139858+5.99051251570408e-32i,1.2246885913984844+0j
-0.224688591398461-1.59675663793535e-32i,-0.22468859139844755-1.375791296224543e-32j
1.22468859139858+0i,1.224688591
0.224688591398461+0i,0.224688591
19+0i,19
20+0i,20
0.435028951734359+0.00411445531954722i,0.4350289517343581+0.004114455319546411j
0.435495058855575+0.0041629725881808i,0.4354950588555755+0.004162972588180646j
0.435048408329087+0i,0.435048408
0.43551495568854+0i,0.435514956
1+0i,1
2+0i,2
-0.224688591398436+1.17236003155744e-31i,-0.22468859139843841+2.977492178197474e-31j
1.22468859139844-5.15175840437621e-33i,1.2246885913984384+3.019090471326306e-32j
0.224688591398436+0i,0.224688591
1.22468859139844+0i,1.224688591
8+0i,8
9+0i,9
13+0i,13
0.350068603774815-0.335927063672415i,0.3500686037748652-0.3359270636724299j
0.51952613125002+0.19583056775985i,0.5195261312500123+0.19583056775987565j
0.105347656462867+0.0519766451381877i,0.10534765646289408+0.05197664513823482j
0.485175246129086+0i,0.485175246
0.555208980763782+0i,0.555208981
0.11747212589393+0i,0.117472126
10+0i,10
1.01777597638251-2.60379428111352e-18i,1.0177759763825192-8.661331573558472e-19j
1.01777597638251+0i,1.017775976
4+0i,4
6+0i,6
8+0i,8
11+0i,11
12+0i,12
13+0i,13
0.139575011328002-0.102660697946422i,0.13957501132811256-0.10266069794621775j
0.127920386911653+0.0324441541940455i,0.12792038691160176+0.03244415419404354j
0.126856454678926+0.21291810482729i,0.12685645467890574+0.21291810482736645j
0.283851087936695+0.0257041950746964i,0.28385108793676156+0.02570419507464003j
0.140329198536988-0.0174363896765786i,0.14032919853683284-0.017436389676659912j
0.169017765018098-0.0691181532532621i,0.1690177650182132-0.06911815325332096j
0.173263968239384+0i,0.173263968
0.131970635101124+0i,0.131970635
0.247844062783338+0i,0.247844063
0.28501253615812+0i,0.285012536
0.141408315338904+0i,0.141408315
0.182604282537005+0i,0.182604283
4+0i,4
6+0i,6
8+0i,8
11+0i,11
12+0i,12
13+0i,13
14+0i,14
0.118669738103109-0.090273547000235i,0.11866973810313997-0.09027354700018658j
0.218739992585788+0.0800193224742586i,0.21873999258584853+0.08001932247428131j
-0.0698569203660922-0.104418773840067i,-0.06985692036611808-0.10441877384002862j
0.0824583080948971-0.0852254666776525i,0.08245830809479457-0.08522546667766544j
0.155916640442656-0.0951765257694432i,0.15591664044266626-0.09517652576948472j
0.196800215078867+0.0902431340382139i,0.19680021507881437+0.09024313403806462j
0.268700825758385+0.234934808160011i,0.2687008257584458+0.23493480816005324j
0.149103387048934+0i,0.149103387
0.232916887162932+0i,0.232916887
0.125631483527409+0i,0.125631484
0.11858647791505+0i,0.118586478
0.182670659451555+0i,0.182670659
0.216504383087565+0i,0.216504383
0.356923658291824+0i,0.356923658
5+0i,5
7+0i,7
1.07536255959253+2.58248872081038e-17i,1.075362559592434+2.551039674997848e-17j
-0.112831253879837+1.23759131324838e-17i,-0.11283125387984086-7.817846146322573e-19j
1.07536255959253+0i,1.07536256
0.112831253879837+0i,0.112831254
4+0i,4
6+0i,6
11+0i,11
12+0i,12
14+0i,14
0.255136855085254-0.165417057146884i,0.2551368550851365-0.16541705714695046j
0.168410180986261+0.23090394283888i,0.16841018098624969+0.23090394283869062j
0.155642483952695-0.00913232424099277i,0.15564248395265587-0.00913232424085199j
0.207956665113935-0.115185844601428i,0.20795666511407904-0.11518584460137919j
0.0957095152799375+0.0569870723389658i,0.0957095152799883+0.056987072339027736j
0.304068442324963+0i,0.304068442
0.285794716323388+0i,0.285794716
0.155910173359558+0i,0.155910173
0.237726215133825+0i,0.237726215
0.111390474138892+0i,0.111390474
7+0i,7
1.09452007995728-1.66062070359748e-17i,1.0945200799572732-3.153911035992037e-17j
1.09452007995728+0i,1.09452008
-664.310590172362+0i,-664.3105902
-717.888173887168+0i,-717.8881739
-628.318530717954+0i,-628.3185307
-573.387044521832+0i,-573.3870445
-266.583617699939+0i,-266.5836177
-105.196968653568+0i,-105.1969687
-18.4050018708368+0i,-18.40500187
-31.7228096563565+0i,-31.72280966
-0.457449154956735+0i,-0.457449155
-6.45854570350368+0i,-6.458545704
-0.608004186741874+0i,-0.608004187
-3.10815510420688+0i,-3.108155104
-6.16618484793662+0i,-6.166184848
6821.55285811304+0i,6821.552858
6395.27712755966+0i,6395.277128
0+0i,0
0+0i,0
331.543675762791+0i,331.5436758
0+0i,0
25.080053953791+0i,25.08005395
0+0i,0
6.87427429189242+0i,6.874274292
4.52393127998556+0i,4.52393128
0+0i,0
3.51598439517766+0i,3.515984395
0+0i,0
1085.68385693134+0i,1085.683857
1017.83996729366+0i,1017.839967
0+0i,0
0+0i,0
52.7668148485049+0i,52.76681485
0+0i,0
3.99161455975727+0i,3.99161456
0+0i,0
1.09407473372422+0i,1.094074734
0.720006025417746+0i,0.720006025
0+0i,0
0.559586296326493+0i,0.559586296
0+0i,0
0.0969255515246077+0i,0.096925552
0.111552245703279+0i,0.111552246
1+0i,1
1+0i,1
0.626626166169636+0i,0.626626166
1+0i,1
0.591634590964354+0i,0.591634591
1+0i,1
0.0663982317106319+0i,0.066398232
0.819056167467012+0i,0.819056167
1+0i,1
0.662318167267783+0i,0.662318167
1+0i,1
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.208498664074292+0.0354200169647398i,0.20849866407429074+0.03542001696473955j
0.208495291732923+0.035431609597675i,0.20849529173292333+0.03543160959767505j
0.257632076856934-0.0254605354485798i,0.257632076856933-0.025460535448579433j
0.257637672752627-0.0254457258114603i,0.2576376727526277-0.02544572581146052j
0.211485863647069+0i,0.211485864
0.21148448083365+0i,0.211484481
0.258887091008698+0i,0.258887091
0.258891203758377+0i,0.258891204
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.22608961720572+0.0361144777626535i,0.22608961720572143+0.03611447776265342j
0.226093276921443+0.0361022645657253i,0.2260932769214423+0.03610226456572539j
0.244879474958035-0.0269150067775566i,0.24487947495803636-0.02691500677755653j
0.244873492242926-0.0269305231884275i,0.24487349224292546-0.02693052318842753j
0.228955826552413+0i,0.228955827
0.228957514346767+0i,0.228957514
0.246354165472311+0i,0.246354165
0.246349914313865+0i,0.246349914
3+0i,3
1.00000000000008-4.97193626760826e-31i,0.9999999999999508-1.2287435592609265e-31j
1.00000000000008+0i,1
1+0i,1
2+0i,2
1.22468859139854-2.49477289941372e-31i,1.224688591398373-8.423403659240803e-32j
-0.224688591398462+3.2223952729771e-33i,-0.2246885913984203-1.970825122835236e-33j
1.22468859139854+0i,1.224688591
0.224688591398462+0i,0.224688591
19+0i,19
20+0i,20
0.435030648692538+0.00407454203742707i,0.43503064869253755+0.00407454203742458j
0.435652880113074+0.00410534052032127i,0.4356528801130726+0.004105340520317804j
0.435049729565099+0i,0.43504973
0.435672222859806+0i,0.435672223
1+0i,1
2+0i,2
-0.224688591398441-3.35163136884005e-32i,-0.22468859139843533+3.427852089498248e-32j
1.22468859139844+5.03374255930957e-33i,1.2246885913984353+1.6968958111252947e-32j
0.224688591398441+0i,0.224688591
1.22468859139844+0i,1.224688591
8+0i,8
9+0i,9
13+0i,13
0.352935648198564-0.332533238105258i,0.35293564819875656-0.332533238105351j
0.519622873395916+0.193033113309817i,0.5196228733959993+0.19303311330981132j
0.110619152564214+0.0572980614698347i,0.11061915256393415+0.05729806146982156j
0.484914349358842+0i,0.484914349
0.554319143986845+0i,0.554319144
0.124577946532385+0i,0.124577947
10+0i,10
1.01858816783712+9.10871756793842e-19i,1.0185881678371271-9.1031495321741e-18j
1.01858816783712+0i,1.018588168
4+0i,4
6+0i,6
8+0i,8
11+0i,11
12+0i,12
13+0i,13
0.135573206519347-0.103216201548431i,0.13557320651980354-0.1032162015483335j
0.126606350684132+0.0301383984108278i,0.1266063506843457+0.030138398411129728j
0.124829686017339+0.212877154587622i,0.12482968601706154+0.21287715458792247j
0.305704033305763+0.0331529964354555i,0.30570403330526247+0.03315299643506691j
0.120757807163898-0.0219978397142766i,0.12075780716416123-0.02199783971448787j
0.185538038193694-0.0704139997084954i,0.1855380381934998-0.07041399970834317j
0.170392718706006+0i,0.170392719
0.130144116625852+0i,0.130144117
0.246777497873104+0i,0.246777498
0.307496466893622+0i,0.307496467
0.122745072989217+0i,0.122745073
0.198450232984778+0i,0.198450233
4+0i,4
6+0i,6
8+0i,8
11+0i,11
12+0i,12
13+0i,13
14+0i,14
0.119784293623183-0.0872942280507858i,0.11978429362333849-0.0872942280503385j
0.215075144657206+0.0847946256185138i,0.2150751446566435+0.08479462561901084j
-0.0696327020730391-0.104464562699285i,-0.06963270207291508-0.10446456269940556j
0.067545001205351-0.0844538937321324i,0.06754500120556842-0.08445389373219013j
0.169746428151891-0.0998574122781055i,0.16974642815148774-0.09985741227802955j
0.183327689605239+0.064707686988848i,0.18332768960557763+0.0647076869889526j
0.283145486291023+0.255116790428141i,0.28314548629108677+0.25511679042713353j
0.148217945100407+0i,0.148217945
0.23118703766237+0i,0.231187038
0.125545043940195+0i,0.125545044
0.108142440116493+0i,0.10814244
0.196939972217944+0i,0.196939972
0.194412259210785+0i,0.194412259
0.381124576963145+0i,0.381124577
5+0i,5
7+0i,7
1.06799867218765-3.59631145976642e-18i,1.0679986721879504-2.7561216333096855e-17j
-0.113259391875518-8.89946298065752e-18i,-0.11325939187547118+6.170617671318869e-18j
1.06799867218765+0i,1.067998672
0.113259391875518+0i,0.113259392
4+0i,4
6+0i,6
11+0i,11
12+0i,12
14+0i,14
0.257962955830829-0.171460284813725i,0.2579629558302278-0.17146028481418885j
0.173447000457929+0.234275803302832i,0.17344700045834807+0.23427580330220826j
0.14498381594071+0.00498376979966046i,0.14498381594117132+0.0049837697995618185j
0.213344005556313-0.126099261806622i,0.21334400555648134-0.12609926180570968j
0.100697827027781+0.0572292154488357i,0.10069782702743107+0.05722921544905484j
0.309747503378771+0i,0.309747503
0.291494449314288+0i,0.291494449
0.145069448355419+0i,0.145069448
0.247823906302413+0i,0.247823906
0.115824157536354+0i,0.115824158
7+0i,7
1.08913706310366-1.03468517522114e-16i,1.089137063103773+1.9198527815649554e-17j
1.08913706310366+0i,1.089137063
-664.309058838311+0i,-664.3090588
-717.881972872413+0i,-717.8819729
-628.318530717952+0i,-628.3185307
-573.387044521837+0i,-573.3870445
-266.611442254595+0i,-266.6114423
-105.196968653566+0i,-105.1969687
-18.3593701439296+0i,-18.35937014
-31.7323055391838+0i,-31.73230554
-0.493736098290497+0i,-0.493736099
-6.43166429838858+0i,-6.431664298
-0.615079067599209+0i,-0.615079068
-3.11288589445508+0i,-3.112885894
-6.17242046942923+0i,-6.172420469
6821.56232624283+0i,6821.562326
6395.26811394277+0i,6395.268114
0+0i,0
0+0i,0
331.503893574574+0i,331.5038936
0+0i,0
25.3739935656927+0i,25.37399357
0+0i,0
6.8809704531266+0i,6.880970453
4.52008092501137+0i,4.520080925
0+0i,0
3.49974403464107+0i,3.499744035
0+0i,0
1085.68536383099+0i,1085.685364
1017.83853273197+0i,1017.838533
0+0i,0
0+0i,0
52.760483316603+0i,52.76048332
0+0i,0
4.03839650196194+0i,4.038396502
0+0i,0
1.09514046088438+0i,1.095140461
0.719393222390946+0i,0.719393222
0+0i,0
0.5570015626695+0i,0.557001563
0+0i,0
0.0969251969301937+0i,0.096925197
0.111551449387636+0i,0.111551449
1+0i,1
1+0i,1
0.626711552965355+0i,0.626711553
1+0i,1
0.586197655934463+0i,0.586197656
1+0i,1
0.0715698403721748+0i,0.07156984
0.818159798145412+0i,0.818159798
1+0i,1
0.664602611759491+0i,0.664602612
1+0i,1
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.208498706569434+0.035416127408169i,0.20849870656943348+0.035416127408167075j
0.208495084399449+0.0354351060329933i,0.20849508439945036+0.035435106032996586j
0.257630194307701-0.0254644434890584i,0.2576301943077013-0.02546444348906131j
0.25763895800742-0.0254413843889944i,0.2576389580074211-0.025441384388992162j
0.211485254147231+0i,0.211485254
0.211484862243856+0i,0.211484862
0.258885601958146+0i,0.258885602
0.258892056121422+0i,0.258892056
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.226089583321109+0.0361189545497933i,0.22608958332110968+0.0361189545497959j
0.226093355486945+0.036098595294178i,0.22609335548694376+0.03609859529417509j
0.24488162359902-0.0269105978048064i,0.24488162359902044-0.026910597804803458j
0.244872216271822-0.0269348577460365i,0.24487221627182065-0.02693485774603909j
0.228956499283341+0i,0.228956499
0.228957013383646+0i,0.228957013
0.24635581959983+0i,0.24635582
0.246349119875987+0i,0.24634912
3+0i,3
1.00000000000015-2.56347802281004e-31i,1.0000000000000329-9.977379473733164e-31j
1.00000000000015+0i,1
1+0i,1
2+0i,2
1.22468859139862+1.35703213600503e-31i,1.2246885913984826+3.287259470989626e-32j
-0.224688591398468-1.47780618031015e-32i,-0.22468859139844993-1.8017712083243182e-32j
1.22468859139862+0i,1.224688591
0.224688591398468+0i,0.224688591
19+0i,19
20+0i,20
0.435039082379646+0.00403447944943738i,0.43503908237963934+0.004034479449346273j
0.435816205093113+0.00403359726169216i,0.43581620509294083+0.004033597261493958j
0.435057789520142+0i,0.43505779
0.435834870712099+0i,0.435834871
1+0i,1
2+0i,2
-0.224688591398436+1.602980285126e-31i,-0.22468859139843697+1.3463080852625027e-31j
1.22468859139844+3.77001052062335e-33i,1.2246885913984369+1.0015937571952564e-32j
0.224688591398436+0i,0.224688591
1.22468859139844+0i,1.224688591
8+0i,8
9+0i,9
13+0i,13
0.355728337791226-0.329145738655309i,0.3557283378021603-0.32914573866173014j
0.519736874261568+0.19026761015559i,0.5197368742669661+0.19026761015563481j
0.11523864961165+0.0623575039541982i,0.11523864959116834+0.062357503950591704j
0.484643753268995+0i,0.484643753
0.553469224023798+0i,0.553469224
0.131028259027259+0i,0.131028259
10+0i,10
1.01944948246019-2.17990024111991e-18i,1.0194494824604097-1.732558189050896e-18j
1.01944948246019+0i,1.019449482
4+0i,4
6+0i,6
8+0i,8
11+0i,11
12+0i,12
13+0i,13
0.13161673208999-0.103687032374888i,0.13161673212218125-0.10368703237314233j
0.125266673235165+0.0278756588392762i,0.12526667325179536+0.02787565886233495j
0.122882860213959+0.212788128459346i,0.12288286019672529+0.21278812847677234j
0.326404533279437+0.0405860446163113i,0.3264045332385034+0.04058604458937268j
0.102304123624148-0.026620120960712i,0.1023041236471277-0.02662012096910336j
0.201568762948699-0.071121678618984i,0.20156876292891582-0.07112167860791554j
0.167552871800991+0i,0.167552872
0.128330790456263+0i,0.12833079
0.245721356311564+0i,0.245721356
0.328918145384174+0i,0.328918145
0.105710758915391+0i,0.105710759
0.213748121316307+0i,0.213748121
4+0i,4
6+0i,6
8+0i,8
12+0i,12
13+0i,13
14+0i,14
0.120828124666979-0.0843320691015691i,0.12082812467706676-0.08433206907430064j
0.211347794214815+0.0894056002479843i,0.2113477941814977+0.08940560027588633j
-0.0694145723186074-0.104540564830192i,-0.0694145723099046-0.10454056483655694j
0.183050470415879-0.104684801499824i,0.1830504703810425-0.10468480149009791j
0.170156841367599+0.0408124462473653i,0.17015684139723058+0.04081244626548159j
0.297356318942376+0.273834964023481i,0.29735631893733405+0.2738349639476963j
0.147347662314307+0i,0.147347662
0.229480394533325+0i,0.229480395
0.125487499557489+0i,0.1254875
0.210870534652265+0i,0.210870535
0.174982874684617+0i,0.174982875
0.404235535222599+0i,0.404235535
5+0i,5
7+0i,7
1.06111843886195+6.31407591552423e-18i,1.0611184388761732+2.3199805217772255e-17j
-0.113967693487351+1.56965441785086e-17i,-0.11396769348433551-1.2212613763268842e-17j
1.06111843886195+0i,1.061118439
0.113967693487351+0i,0.113967693
4+0i,4
6+0i,6
11+0i,11
12+0i,12
14+0i,14
0.260800927022664-0.177600700756994i,0.2608009269814702-0.17760070077798712j
0.178538988237301+0.237709550218388i,0.17853898825534018+0.23770955017183318j
0.135025313710996+0.01722147354022i,0.135025313740075+0.01722147353123895j
0.218153145769963-0.135122320092722i,0.2181531457831055-0.13512232003459604j
0.104742186227772+0.0577471469981205i,0.1047421862081364+0.05774714701173535j
0.315529923216889+0i,0.315529923
0.297291104114851+0i,0.297291104
0.136119118766062+0i,0.136119119
0.256610281159136+0i,0.256610281
0.119606264728048+0i,0.119606265
7+0i,7
1.08421988910062+4.89812279906884e-17i,1.0842198891041857-1.1648631321789353e-17j
1.08421988910062+0i,1.084219889
-664.307038143858+0i,-664.3070381
-717.874837460942+0i,-717.8748375
-628.318530717957+0i,-628.3185307
-573.387044521831+0i,-573.3870445
-266.641128469092+0i,-266.6411285
-105.196968653567+0i,-105.1969687
-18.3129040421518+0i,-18.31290404
-31.7422538677243+0i,-31.74225387
-0.52976826897988+0i,-0.529768274
-6.40518771176471+0i,-6.405187712
-0.623273360146037+0i,-0.62327336
-3.11738222919035+0i,-3.117382228
-6.17804599714689+0i,-6.178045997
6821.57173946057+0i,6821.571739
6395.25945488484+0i,6395.259455
0+0i,0
0+0i,0
331.456733769247+0i,331.4567338
0+0i,0
25.6664562765156+0i,25.66645628
0+0i,0
6.8876731805152+0i,6.88767318
4.51628656324713+0i,4.516286567
0+0i,0
3.48329629201216+0i,3.483296293
0+0i,0
1085.68686199113+0i,1085.686862
1017.8371546001+0i,1017.837155
0+0i,0
0+0i,0
52.75297760047+0i,52.7529776
0+0i,0
4.08494338805946+0i,4.084943389
0+0i,0
1.09620723308047+0i,1.096207233
0.718789330960288+0i,0.718789332
0+0i,0
0.554383823127405+0i,0.554383823
0+0i,0
0.0969247723809434+0i,0.096924772
0.111550503572953+0i,0.111550504
1+0i,1
1+0i,1
0.626808064707179+0i,0.626808065
1+0i,1
0.580812231709805+0i,0.580812232
1+0i,1
0.0766889084780343+0i,0.076688909
0.817269668555466+0i,0.817269668
1+0i,1
0.666883808530237+0i,0.666883808
1+0i,1
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.208498568102639+0.0354115865588103i,0.20849856810262973+0.03541158655877194j
0.208495110021366+0.0354392506121217i,0.208495110021373+0.03543925061217089j
0.257627911825463-0.0254690407295179i,0.25762791182545813-0.025469040729565174j
0.257640672496114-0.0254363282992549i,0.257640672496135-0.025436328299208714j
0.211484357254769+0i,0.211484357
0.211485581983194+0i,0.211485582
0.258883782781445+0i,0.258883783
0.258893265500664+0i,0.258893266
15+0i,15
16+0i,16
17+0i,17
18+0i,18
0.226089748812935+0.036124233086757i,0.22608974881294336+0.03612423308679823j
0.226093112925223+0.0360941981617667i,0.22609311292521128+0.03609419816171767j
0.244884227751893-0.026905410213994i,0.24488422775189986-0.026905410213939922j
