Matlab,Python
-24.78776248,-24.78776248
-2.372343888,-2.372343889
-5.852314828,-5.852314828
-15.15085013,-15.15085013
-31.61414169,-31.61414169
8131.073491,8131.073491350183
7667.231795,7667.231795057377
295.9802998,295.98029979981044
31.54478034,31.544780335558197
11.28001775,11.280017745132858
0,0
0,0
0,0
1294.100539,1294.1005387918572
1220.27784,1220.2778400147274
47.10672777,47.10672777096095
5.020507719,5.020507719152104
1.795270582,1.7952705823021895
0,0
0,0
0,0
0.072469183,0.072469183
0.082973994,0.082973994
0.809111847,0.8091118471810608
0.617861281,0.6178612814695204
0.205811378,0.20581137771356725
1,1
1,1
1,1
8,8
9,9
10,10
11,11
0.184675571268533 + 0.0313768830015474i,0.18467557126853607+0.03137688300153937j
0.184664492313541 + 0.0313555928883922i,0.18466449231353674+0.03135559288840029j
0.256080709108273 - 0.0186588499836864i,0.2560807091082754-0.0186588499836979j
0.256077291486439 - 0.0186794113106021i,0.25607729148643776-0.018679411310589835j
0.187322117,0.1873221167141041
0.187307629,0.18730762912065105
0.256759581,0.25675958065885546
0.256757667,0.256757667
8,8
9,9
10,10
11,11
0.200411988796844 + 0.0325866922675342i,0.2004119887968405+0.03258669226754296j
0.200425057160335 + 0.0326101770727695i,0.20042505716033884+0.032610177072760864j
0.246709135399348 - 0.0202799082850225i,0.24670913539934652-0.020279908285009387j
0.246712846380623 - 0.0202577811144416i,0.2467128463806248-0.02025778111445381j
0.20304398,0.20304397988230152
0.203060649,0.20306064903481894
0.247541253,0.24754125347008626
0.24754314,0.24754314020976403
8,8
9,9
12,12
13,13
0.117153927375474 + 0.00525194754530464i,0.11715392737547631+0.005251947545279135j
0.117765657279984 + 0.00513870241388588i,0.11776565727998414+0.005138702413858462j
0.387327019332067 + 0.00627095998663087i,0.3873270193320288+0.006270959986545071j
0.388277963729720 + 0.00608280195088886i,0.38827796372967194+0.006082801950685784j
0.117271589,0.11727158928110738
0.117877718,0.117877718
0.387377781,0.3873777805241114
0.388325608,0.38832560770264907
1,1
2,2
6,6
7,7
0.245323192135650 - 0.323822496904798i,0.24532319214946002-0.3238224969175485j
0.512327117927761 - 0.0323355904895257i,0.5123271179417123-0.032335590489816275j
0.208616752355416 + 0.192302335403340i,0.20861675233803922+0.1923023354144387j
0.0958638184743946 + 0.0828213942384978i,0.09586381846783985+0.08282139424411518j
0.406256665,0.40625666531924937
0.513346536,0.5133465361632298
0.283727224,0.28372722386460925
0.126685654,0.1266856544198044
1,1
2,2
4,4
5,5
6,6
0.246639685259092 + 0.203513410629392i,0.24663968524425406+0.20351341065745715j
-0.0589885625131961 + 0.102648909375971i,-0.05898856253116158+0.10264890937103914j
0.446591955532667 - 0.0746581586801201i,0.4465919555473998-0.07465815869838385j
0.113821275510274 - 0.0875582207334617i,0.11382127550417055-0.08755822074584942j
0.223900732005138 - 0.106462913187322i,0.2239007320287817-0.10646291317704089j
0.319763729,0.31976372942348463
0.118391085,0.11839108540999431
0.452789372,0.45278937202620356
0.143602663,0.1436026628498761
0.247923153,0.2479231527815957
1,1
4,4
5,5
7,7
0.126898475712529 - 1.06750029033060e-16i,0.126898475742267+9.086172364813893e-19j
0.247623133626150 - 3.51248909890209e-17i,0.24762313361844773-4.795199535266364e-18j
0.992038502028061 + 8.93060729404877e-17i,0.9920385020869085-1.2308584078780128e-17j
-0.281403709471475 - 9.87095122724333e-18i,-0.2814037095364855+4.209359396986174e-19j
0.126898476,0.126898476
0.247623134,0.24762313361844773
0.992038502,0.9920385020869085
0.281403709,0.2814037095364855
1,1
2,2
5,5
6,6
7,7
-0.117046285296687 + 2.82279125985767e-17i,-0.11704628532445796-1.3034653827413613e-18j
0.113810125550603 - 1.87569472210716e-17i,0.11381012556777706-2.2425212010067705e-17j
-0.197696954816125 - 2.62009315317613e-17i,-0.19769695486014724-1.3131297282217493e-18j
0.330903905209782 + 1.49307515843678e-18i,0.33090390520971735-3.161261787183222e-18j
0.997807731063542 + 1.99395672942526e-18i,0.9978077311330233-7.504420544426663e-18j
0.117046285,0.11704628532445796
0.113810126,0.11381012556777706
0.197696955,0.19769695486014724
0.330903905,0.33090390520971735
0.997807731,0.9978077311330233
3,3
6,6
1.13402365369146 + 9.36492914037412e-18i,1.134023653697089-1.1866554754356152e-18j
-0.131376667605032 + 1.92905017985177e-18i,-0.13137666761058547+3.0483061381028422e-18j
1.134023654,1.134023653697089
0.131376668,0.13137666761058547
-590.8024386,-590.8024386
-638.3858691,-638.3858691
-407.1701745,-407.1701745
-25.52899539,-25.52899539
-1.876487016,-1.876487016
-5.710980551,-5.710980551
-15.50064641,-15.50064641
-31.61413908,-31.61413908
8131.072529,8131.072529400947
7667.233384,7667.233384493868
295.8486327,295.8486327151041
28.8062836,28.806283598243432
10.82281066,10.82281066476746
0,0
0,0
0,0
1294.100386,1294.1003856928812
1220.278093,1220.2780929814016
47.0857723,47.08577230358744
4.584662427,4.584662426767432
1.722503815,1.722503815445423
0,0
0,0
0,0
0.072468795,0.072468795
0.082974454,0.082974454
0.808996033,0.8089960333291811
0.663251542,0.6632515418230949
0.170833847,0.17083384668717025
1,1
1,1
1,1
8,8
9,9
10,10
11,11
0.184675382116063 + 0.0313772149843517i,0.18467538211607157+0.031377214984345723j
0.184664325765495 + 0.0313556283732649i,0.18466432576548567+0.031355628373271154j
0.256080493439434 - 0.0186586217298177i,0.25608049343944395-0.018658621729828677j
0.256077574178172 - 0.0186796889050817i,0.2560775741781624-0.018679688905070158j
0.187321986,0.1873219858422681
0.187307471,0.18730747086302804
0.256759349,0.2567593489730139
0.256757969,0.256757969
8,8
9,9
10,10
11,11
0.200412185035210 + 0.0325863738842414i,0.20041218503520095+0.03258637388424851j
0.200425239810099 + 0.0326100276340238i,0.20042523981010796+0.032610027634017144j
0.246709332122683 - 0.0202801703743339i,0.24670933212267407-0.020280170374321678j
0.246712572971831 - 0.0202574998285776i,0.24671257297184002-0.02025749982858904j
0.203044122,0.20304412247959225
0.203060805,0.20306080531513374
0.247541471,0.24754147100400653
0.247542845,0.24754284469903542
8,8
9,9
12,12
13,13
0.117384245564148 + 0.00529933243968952i,0.1173842455641523+0.005299332439669002j
0.117879806100371 + 0.00522502138964959i,0.11787980610037273+0.0052250213896247845j
0.387867014285199 + 0.00647176919228427i,0.38786701428516485+0.0064717691922107235j
0.388660845110209 + 0.00631742939315035i,0.38866084511017274+0.006317429392974976j
0.117503804,0.1175038043255253
0.117995549,0.11799554879224686
0.387921003,0.3879210029979886
0.388712185,0.38871218457348217
1,1
2,2
6,6
7,7
0.211368571160494 - 0.308224347030950i,0.2113685711695852-0.3082243470448263j
0.496285466623430 - 0.0273890508473387i,0.49628546663643314-0.027389050850730096j
0.237205530692584 + 0.176927073151943i,0.2372055306791434+0.1769270731649339j
0.109362973570890 + 0.0766948901707211i,0.10936297356599411+0.07669489017712415j
0.373736432,0.37373643251559185
0.497040667,0.4970406668483436
0.295921701,0.29592170079851177
0.13357532,0.13357532019979387
1,1
2,2
4,4
5,5
6,6
0.278768113550611 + 0.188657246424395i,0.27876811353996933+0.18865724645362852j
-0.0469419633245293 + 0.107825412197801i,-0.046941963341404394+0.10782541219567877j
0.432881670620380 - 0.0719465044550845i,0.4328816706331268-0.07194650447272663j
0.118634373043466 - 0.0914225951838006i,0.11863437303890659-0.09142259519659496j
0.190160162740320 - 0.0977081937717156i,0.1901601627587502-0.09770819376530938j
0.336605433,0.3366054333579575
0.117600457,0.1176004567912633
0.438819827,0.4388198266669032
0.149773847,0.1497738474461243
0.213793776,0.21379377593679758
1,1
4,4
5,5
7,7
0.137671928701397 + 4.69007572767096e-17i,0.13767192873001766+1.7650318737903797e-17j
0.250325750524143 - 1.23552892513600e-17i,0.25032575051744826-1.9507372891247997e-17j
0.950166489591627 - 1.54756471762507e-17i,0.9501664896364357-2.7984357439941584e-17j
-0.253919261855810 + 2.53473977537274e-17i,-0.2539192619078848+4.05769454496064e-17j
0.137671929,0.13767192873001766
0.250325751,0.25032575051744826
0.95016649,0.9501664896364357
0.253919262,0.2539192619078848
1,1
2,2
5,5
6,6
7,7
-0.123142663725395 - 1.20155262906990e-17i,-0.12314266375099138-1.3574375081935245e-17j
0.124747917446602 + 1.58861966453924e-17i,0.12474791746298554+3.5721270972258577e-17j
-0.172110606085018 - 2.40792504595038e-19i,-0.1721106061183557+6.152584076596021e-18j
0.338685306744709 - 2.54941470904341e-18i,0.3386853067464383+4.0953928799745125e-17j
0.955154272258598 - 2.29328238631176e-17i,0.9551542723126725-5.646031042219474e-17j
0.123142664,0.12314266375099138
0.124747917,0.12474791746298554
0.172110606,0.1721106061183557
0.338685307,0.3386853067464383
0.955154272,0.9551542723126725
3,3
6,6
1.13400437905218 - 5.93944304534450e-18i,1.134004379057835+4.273059737404016e-18j
-0.131370804706425 + 2.09160678654383e-18i,-0.13137080471199494+1.6169624810434588e-18j
1.134004379,1.134004379057835
0.131370805,0.13137080471199494
-590.7991873,-590.7991873
-638.389567,-638.389567
-406.818718,-406.818718
-26.2602179,-26.2602179
-1.357377954,-1.357377954
-5.527901574,-5.527901574
-15.96152212,-15.96152212
-31.61413517,-31.61413517
8131.071568,8131.071567500048
7667.234974,7667.234973881926
295.7173179,295.71731794179226
25.86888282,25.868882820145686
10.19301225,10.193012253362639
0,0
0,0
0,0
1294.100233,1294.1002326015985
1220.278346,1220.2783459403674
47.06487291,47.064872908313866
4.117160573,4.117160573091196
1.622268285,1.6222682851189227
0,0
0,0
0,0
0.072468407,0.072468407
0.082974915,0.082974915
0.808878724,0.8088787235977946
0.712394984,0.7123949843837588
0.132002207,0.13200220695776385
1,1
1,1
1,1
8,8
9,9
10,10
11,11
0.184675192953968 + 0.0313775469629477i,0.18467519295396936+0.03137754696293849j
0.184664159215470 + 0.0313556638525582i,0.1846641592154682+0.03135566385256776j
0.256080277760463 - 0.0186583934801911i,0.2560802777604622-0.018658393480203594j
0.256077856879435 - 0.0186799664928126i,0.25607785687943546-0.018679966492799783j
0.187321855,0.18732185496091275
0.187307313,0.18730731260255432
0.256759117,0.2567591172775323
0.256758271,0.2567582713996508
8,8
9,9
10,10
11,11
0.200412381283199 + 0.0325860555051563i,0.20041238128319708+0.03258605550516669j
0.200425422461748 + 0.0326098782009440i,0.2004254224617495+0.032609878200934014j
0.246709528856150 - 0.0202804324593469i,0.24670952885615027-0.02028043245933344j
0.246712299553519 - 0.0202572185494509i,0.24671229955351884-0.020257218549463624j
0.203044265,0.20304426508765858
0.203060962,0.20306096159835968
0.247541689,0.2475416885479317
0.247542549,0.24754254917962273
8,8
9,9
12,12
13,13
0.117616066432616 + 0.00534818598143792i,0.11761606643262121+0.0053481859814232605j
0.117994535049626 + 0.00531254841630085i,0.11799453504962959+0.0053125484162781286j
0.388410341873014 + 0.00667673522914709i,0.3884103418729865+0.006676735229087745j
0.389045864652133 + 0.00655578273961278i,0.3890458646521091+0.0065557827394649324j
0.117737599,0.11773759882201885
0.11811407,0.11811406974723022
0.388467724,0.3884677238422899
0.389101096,0.38910109623365785
1,1
2,2
6,6
7,7
0.178281023580057 - 0.284433392753444i,0.17828102358440748-0.28443339276648355j
0.476646888776528 - 0.0151803391008032i,0.4766468887874386-0.015180339106717324j
0.265753775692779 + 0.153406698253407i,0.2657537756836515+0.1534066982667317j
0.123924360455973 + 0.0668290440871886i,0.12392436045291558+0.06682904409376692j
0.335688067,0.3356880669475112
0.476888561,0.4768885606576654
0.306852871,0.30685287087334967
0.140795484,0.14079548376333237
1,1
2,2
4,4
5,5
6,6
0.308935321234572 + 0.165443915984121i,0.30893532122807454+0.16544391601230304j
-0.0327697397138333 + 0.108755608353425i,-0.032769739728346084+0.10875560835354832j
0.417070858476276 - 0.0649183577541737i,0.41707085848630654-0.06491835777051842j
0.125382793518846 - 0.0939921959484625i,0.12538279351590603-0.09399219596123619j
0.155789670528274 - 0.0836527931176256i,0.15578967054107318-0.08365279311387844j
0.350446461,0.35044646102904164
0.113585378,0.11358537841735587
0.422092992,0.42209299233003833
0.156701557,0.15670155650620626
0.176828197,0.1768281969682705
1,1
4,4
5,5
7,7
0.151024007734623 + 5.90206083472450e-18i,0.1510240077614617-5.987926093615563e-17j
0.253575528691212 + 5.59427056483274e-18i,0.2535755286857564-1.4876201163620974e-17j
0.900555065063372 + 1.74918641075764e-17i,0.9005550650941584+2.5614573739811918e-17j
-0.222404130612142 - 9.12772100201102e-18i,-0.22240413065123543-7.738080302498214e-18j
0.151024008,0.1510240077614617
0.253575529,0.2535755286857564
0.900555065,0.9005550650941584
0.222404131,0.22240413065123543
1,1
2,2
5,5
6,6
7,7
-0.129623315632429 - 2.32570662018010e-17i,-0.1296233156550353+2.6241169581922142e-17j
0.138750943528931 + 3.51367009034148e-18i,0.1387509435440282-1.5104767027232722e-18j
-0.143854910022877 - 3.10465035378877e-18i,-0.14385491004606285-4.9823437605478074e-18j
0.347096375887480 + 5.32947335595522e-18i,0.34709637589092146-7.673800713031629e-18j
0.905053627843001 + 2.31807028380258e-17i,0.9050536278816518+2.956933873457898e-17j
0.129623316,0.1296233156550353
0.138750944,0.1387509435440282
0.14385491,0.14385491004606285
0.347096376,0.34709637589092146
0.905053628,0.9050536278816518
3,3
6,6
1.13397551604061 + 9.43949865202785e-18i,1.1339755160462601+1.4212333131443659e-18j
-0.131362021550338 - 2.98405133681638e-18i,-0.13136202155590868-5.129432387957047e-18j
1.133975516,1.1339755160462601
0.131362022,0.13136202155590868
-590.795936,-590.795936
-638.393265,-638.393265
-406.4658479,-406.4658479
-26.93242781,-26.93242781
-0.840228751,-0.840228751
-5.277327188,-5.277327189
-16.60682843,-16.60682843
-31.61412865,-31.61412865
8131.070606,8131.070605647445
7667.236563,7667.236563221548
295.5863657,295.5863657184751
22.63622347,22.63622347099411
9.331187806,9.331187805628588
0,0
0,0
0,0
1294.10008,1294.100079518002
1220.278599,1220.2785988916246
47.04403121,47.044031214664074
3.602666858,3.602666858341493
1.485104664,1.4851046641846057
0,0
0,0
0,0
0.072468019,0.072468019
0.082975375,0.082975375
0.808759897,0.8087598968000308
0.765523075,0.7655230747809451
0.089682364,0.089682364
1,1
1,1
1,1
8,8
9,9
10,10
11,11
0.184675003782243 + 0.0313778789373321i,0.18467500378224685+0.031377878937322926j
0.184663992663471 + 0.0313556993262743i,0.18466399266346736+0.03135569932628372j
0.256080062071353 - 0.0186581652348089i,0.25608006207135403-0.018658165234821545j
0.256078139590234 - 0.0186802440737928i,0.25607813959023285-0.01868024407377955j
0.187321724,0.18732172407005596
0.187307154,0.18730715433921213
0.256758886,0.2567588855724343
0.256758574,0.25675857355627046
8,8
9,9
10,10
11,11
0.200412577540814 + 0.0325857371302823i,0.20041257754081057+0.032585737130292294j
0.200425605115278 + 0.0326097287735270i,0.20042560511528104+0.032609728773517435j
0.246709725599753 - 0.0202806945400598i,0.24670972559975163-0.02028069454004584j
0.246712026125683 - 0.0202569372770629i,0.24671202612568444-0.020256937277076056j
0.203044408,0.20304440770648158
0.203061118,0.2030611178845151
0.247541906,0.24754190610183843
0.247542254,0.24754225365154894
8,8
9,9
12,12
13,13
0.117849397127710 + 0.00539853920814792i,0.11784939712771487+0.005398539208138743j
0.118109842163228 + 0.00540130404672860i,0.11810984216323256+0.005401304046708338j
0.388957011441116 + 0.00688593917885764i,0.3889570114410911+0.00688593917881115j
0.389433020511831 + 0.00679792840148820i,0.3894330205118196+0.0067979284013682355j
0.117972983,0.11797298262291948
0.118233282,0.11823328169863466
0.38901796,0.38901795962083724
0.389492348,0.3894923481860837
1,1
2,2
6,6
7,7
0.147851677974819 - 0.252310163765800i,0.14785167797535853-0.2523101637762968j
0.453512516700513 + 0.00810620504232346i,0.45351251670862797+0.00810620503493964j
0.293333643714617 + 0.120294717869685i,0.29333364370941173+0.12029471788179863j
0.139891112442010 + 0.0517592993377716i,0.13989111244071284+0.05175929934393625j
0.292438946,0.2924389464913161
0.453584957,0.4535849571706077
0.31704171,0.3170417096883336
0.149159473,0.14915947307655442
1,1
2,2
4,4
5,5
6,6
0.334593513121799 + 0.133206182389243i,0.33459351311844915+0.13320618241423737j
-0.0177006137126679 + 0.104072340378409i,-0.01770061372391464+0.10407234037977738j
0.399920390823442 - 0.0522975643209589i,0.39992039083042363-0.052297564335146735j
0.135805021581479 - 0.0941920344528424i,0.13580502158025784-0.09419203446489859j
0.121846318847322 - 0.0648814324900788i,0.12184631885489565-0.06488143248789152j
0.360134289,0.3601342889177881
0.105566869,0.10556686865834126
0.40332537,0.40332537018807485
0.165272936,0.16527293560365816
0.138043927,0.13804392670512428
1,1
4,4
5,5
7,7
0.168455919492009 - 2.71448512936179e-17i,0.1684559195162757-9.744414637222789e-17j
0.257462441145108 + 5.32908847456554e-18i,0.2574624411410261-1.1067075491348201e-17j
0.839906256934115 + 3.40984591740934e-17i,0.839906256951768+4.0078117115620476e-17j
-0.185600415615619 + 1.96440844672812e-18i,-0.18560041564229063+1.7738691081175854e-17j
0.168455919,0.1684559195162757
0.257462441,0.2574624411410261
0.839906257,0.839906257
0.185600416,0.18560041564229063
1,1
2,2
5,5
6,6
7,7
-0.136476149995964 + 3.38528068747818e-17i,-0.13647615001465768+4.429394374970228e-17j
0.158042777534797 - 3.90831391966342e-17i,0.1580427775479526+1.0295612936295642e-17j
-0.112497608161003 - 1.11291585252911e-17i,-0.11249760817527672-4.854005444041547e-18j
0.355465629238727 + 1.43898610400591e-17i,0.3554656292437701-3.529729367632758e-17j
0.844711157653908 - 8.69697475764394e-18i,0.8447111576778833-3.4334573070613456e-17j
0.13647615,0.13647615001465768
0.158042778,0.1580427775479526
0.112497608,0.11249760817527672
0.355465629,0.3554656292437701
0.844711158,0.8447111576778833
3,3
6,6
1.13392754117946 + 3.22300930160763e-18i,1.1339275411850926+7.132473679470666e-18j
-0.131347412727541 - 3.98921264274793e-18i,-0.13134741273309994+1.6998992331180183e-18j
1.133927541,1.1339275411850926
0.131347413,0.13134741273309994
-590.7926847,-590.7926847
-638.396963,-638.396963
-406.1115547,-406.1115547
-27.44424279,-27.44424279
-0.368535867,-0.368535868
-4.901339771,-4.901339771
-17.61027754,-17.61027754
-31.61411566,-31.61411566
8131.069644,8131.069643843162
7667.238153,7667.238152512734
295.4557865,295.4557864976468
18.90054376,18.900543757194797
8.135755457,8.135755456811266
0,0
0,0
0,0
1294.099926,1294.0999264420961
1220.278852,1220.2788518351729
47.02324889,47.02324888620415
3.008114966,3.0081149660822155
1.294845697,1.294845696738374
0,0
0,0
0,0
0.072467631,0.072467631
0.082975835,0.082975835
0.808639531,0.8086395314092515
0.823584564,0.8235845644052455
0.045251894,0.045251894
1,1
1,1
1,1
8,8
9,9
10,10
11,11
0.184674814600892 + 0.0313782109075051i,0.18467481460089208+0.031378210907494965j
0.184663826109495 + 0.0313557347944128i,0.18466382610949514+0.031355734794422725j
0.256079846372107 - 0.0186579369936715i,0.25607984637210396-0.018657936993683105j
0.256078422310567 - 0.0186805216480220i,0.2560784223105701-0.01868052164800954j
0.187321593,0.1873215931696853
0.187306996,0.18730699607301385
0.256758654,0.2567586538577047
0.256758876,0.2567588757221694
8,8
9,9
10,10
11,11
0.200412773808054 + 0.0325854187596191i,0.20041277380805428+0.03258541875962933j
0.200425787770691 + 0.0326095793517751i,0.20042578777069053+0.03260957935176485j
0.246709922353490 - 0.0202809566164719i,0.24670992235349296-0.020280956616458304j
0.246711752688325 - 0.0202566560114151i,0.24671175268832207-0.02025665601142755j
0.20304455,0.2030445503360746
0.203061274,0.20306127417358763
0.247542124,0.24754212366574135
0.247541958,0.2475419581147994
8,8
9,9
12,12
13,13
0.118084244565764 + 0.00545042379675157i,0.11808424456577067+0.005450423796748067j
0.118225725206238 + 0.00549130918631430i,0.11822572520624403+0.005491309186296863j
0.389507031568863 + 0.00709946369717316i,0.3895070315688441+0.007099463697140538j
0.389822310049618 + 0.00704393398007541i,0.38982231004961854+0.007043933979984576j
0.118209965,0.11820996546075503
0.118353186,0.11835318574977959
0.389571726,0.389571726
0.389885945,0.38988594539728577
1,1
2,2
6,6
7,7
0.121343826051691 - 0.211306480668445i,0.12134382605002238-0.2113064806753514j
0.425067018787100 + 0.0506311973565856i,0.42506701879229203+0.05063119734892615j
0.320712719152841 + 0.0737895987726455i,0.3207127191505843+0.07378959878243765j
0.158929186508950 + 0.0273385321873508i,0.15892918650910862+0.02733853219258458j
0.243669352,0.2436693515727014
0.428071826,0.4280718264613459
0.329092013,0.3290920131413625
0.161263392,0.16126339220942865
1,1
4,4
5,5
0.352839186909017 + 0.0896245557539090i,0.3528391869073093+0.08962455577386036j
0.382324259202743 - 0.0322900005397851i,0.3823242592065992-0.03229000055100692j
0.153296286733355 - 0.0894954542497816i,0.15329628673401205-0.0894954542600491j
0.364044026,0.36404402592965723
0.383685396,0.3836853962733777
0.177508275,0.17750827546807213
1,1
4,4
5,5
7,7
0.193555759732820 - 2.05563319554658e-17i,0.1935557597530453+3.2634451297844956e-17j
0.261784191214502 + 4.40917622439520e-17i,0.261784191212181-1.2826330933024174e-17j
0.761663102022924 - 8.28674665495834e-19i,0.7616631020287782-2.6070960821288552e-18j
-0.141355745262522 - 2.91915372011842e-17i,-0.1413557452776561-4.063702004652413e-18j
0.19355576,0.1935557597530453
0.261784191,0.261784191
0.761663102,0.7616631020287782
0.141355745,0.1413557452776561
1,1
2,2
6,6
7,7
-0.144008964196052 - 1.77886935769775e-17i,-0.14400896420956047-1.5829024246224786e-17j
0.188999168698630 - 3.69222087655703e-18i,0.1889991687087075+2.276376628378115e-17j
0.360896334396341 - 1.68692564990337e-17i,0.3608963344025737+3.611921086929203e-18j
0.768733268941337 + 6.99171073489525e-17i,0.768733268952127+1.708791937101187e-17j
0.144008964,0.14400896420956047
0.188999169,0.1889991687087075
0.360896334,0.3608963344025737
0.768733269,0.768733269
3,3
6,6
1.13383207707868 - 1.16040231749005e-17i,1.1338320770843013+9.07386080590633e-18j
-0.131318306223772 + 7.00600444859772e-18i,-0.13131830622932616-1.6104234716525857e-18j
1.133832077,1.1338320770843013
0.131318306,0.13131830622932616
-590.7894334,-590.7894334
-638.4006611,-638.4006611
-405.755829,-405.755829
-0.048877253,-0.048877254
-4.215737399,-4.215737399
-27.46996305,-27.46996305
-19.59435328,-19.59435328
-31.61407698,-31.61407698
8131.068682,8131.068682087201
7667.239742,7667.239741755485
295.325591,295.325591
6.358958842,6.358958842178221
0,0
14.0822751,14.082275104539011
0,0
0,0
1294.099773,1294.099773373881
1220.279105,1220.2791047710125
47.00252762,47.00252762122952
1.012059733,1.0120597326505794
0,0
2.241263693,2.241263692867321
0,0
0,0
0.072467242,0.072467242
0.082976295,0.082976295
0.808517606,0.8085176055537768
0.007686134,0.007686134
1,1
0.889881715,0.8898817145724338
1,1
1,1
8,8
9,9
10,10
11,11
0.184674625409906 + 0.0313785428734633i,0.18467462540990937+0.03137854287345447j
0.184663659553552 + 0.0313557702569752i,0.18466365955354844+0.03135577025698415j
0.256079630662714 - 0.0186577087567803i,0.25607963066271566-0.01865770875679149j
0.256078705040443 - 0.0186807992154989i,0.25607870504044244-0.01868079921548689j
0.187321462,0.18732146225980503
0.187306838,0.18730683780395635
0.256758422,0.2567584221333472
0.256759178,0.25675917789734265
8,8
9,9
10,10
11,11
0.200412970084927 + 0.0325851003931701i,0.20041297008492348+0.032585100393179106j
0.200425970427978 + 0.0326094299356849i,0.2004259704279806+0.03260942993567614j
0.246710119117372 - 0.0202812186885823i,0.2467101191173707-0.02028121868856893j
0.246711479241435 - 0.0202563747525078i,0.24671147924143622-0.02025637475252016j
0.203044693,0.20304469297643313
0.20306143,0.20306143046557987
0.247542341,0.2475423412396368
0.247541663,0.2475416625693787
8,8
9,9
12,12
13,13
0.118320615417707 + 0.00550387207485382i,0.11832061541771495+0.005503872074856119j
0.118342181661737 + 0.00558258509714677i,0.11834218166174465+0.005582585097131918j
0.390060410028000 + 0.00731739303909949i,0.3900604100279853+0.0073173930390812054j
0.390213729793412 + 0.00729386828268825i,0.3902137297934245+0.007293868282625955j
0.118448557,0.11844855693778285
0.118473783,0.11847378282484311
0.39012904,0.39012903982155495
0.390281892,0.39028189226995913
1,1
4,4
5,5
0.356466364142686 + 0.0219823423569570i,0.3564663641413592+0.021982342370108647j
0.366341044082344 + 0.000728898712202997i,0.3663410440833115+0.0007288987046686078j
0.187206465876261 - 0.0703171233263190i,0.1872064658785602-0.07031712333325135j
0.357143518,0.3571435175671494
0.366341769,0.36634176921745143
0.199976895,0.19997689541695612
1,1
4,4
5,5
0.240191329002111 - 4.01742692881552e-17i,0.24019132901576307-2.6292830311861673e-17j
0.263390336916133 + 4.26324428497199e-18i,0.26339033691603575-5.51713030433526e-17j
0.647319308341848 + 8.23826611835430e-18i,0.6473193083390995+6.17458486895948e-17j
0.240191329,0.24019132901576307
0.263390337,0.26339033691603575
0.647319308,0.6473193083390995
1,1
2,2
6,6
7,7
0.101367815901586 - 0.157002240249506i,0.10136781589946663-0.15700224025266749j
0.375028095863494 + 0.144855624553951i,0.37502809586660435+0.14485562454698028j
0.357560378229013 - 0.00339190999563907i,0.35756037822827075-0.003391909988744133j
0.188634886730684 - 0.0254309753588780i,0.18863488673171852-0.02543097535483572j
0.186882684,0.18688268390780477
0.402031373,0.40203137272136696
0.357576466,0.35757646613293187
0.190341417,0.19034141693227602
1,1
2,2
6,6
7,7
-0.156898926462566 + 1.82315338816354e-17i,-0.15689892646934617+2.4508084202090043e-17j
0.266545953042538 - 6.46708488915442e-17i,0.26654595304701934-3.5648330342298955e-18j
0.344190478620136 + 4.15713958066551e-17i,0.34419047862724433-3.6235639663381854e-17j
0.659854633543765 - 2.07435382947004e-17i,0.6598546335447939+9.179063044665262e-18j
0.156898926,0.15689892646934617
0.266545953,0.26654595304701934
0.344190479,0.34419047862724433
0.659854634,0.6598546335447939
3,3
6,6
1.13354952093614 + 8.13867152785213e-18i,1.133549520941743-1.4129539756363265e-17j
-0.131231865997121 - 2.54041897308510e-18i,-0.13123186600268108-3.229282619432647e-18j
1.133549521,1.133549520941743
0.131231866,0.13123186600268108
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
