Matlab,Python
3+0i,3
1.0003286465953+1.04729823993727e-18i,1.0003286465951937-3.840093546436259e-19j
1.0003286465953+0i,1.000328647
-74.9670151968502+0i,-74.9670152
-2.57773134250524+0i,-2.577731342
-6.99502305206402+0i,-6.995023052
376.224295753805+0i,376.2242958
22.8078357208684+0i,22.80783572
0+0i,0
59.8779563804852+0i,59.87795638
3.62997979620411+0i,3.629979796
0+0i,0
0.195419674590638+0i,0.195419675
0.112304569853484+0i,0.11230457
1+0i,1
4+0i,4
5+0i,5
0.501874540548923-0.000132877808426726i,0.5018745405489116-0.0001328778084321396j
0.501982272281393+0.000217935870444778i,0.50198227228141+0.00021793587041863863j
0.501874558139486+0i,0.501874558
0.501982319589878+0i,0.50198232
1+0i,1
2+0i,2
0.501728741658818-0.0620588243601047i,0.5017287416587861-0.06205882436032349j
0.50161068960741+0.0563565233544752i,0.5016106896074064+0.056356523354557056j
0.505552200952087+0i,0.505552201
0.504766620977482+0i,0.504766621
3+0i,3
1.0002812516035+4.18880148311728e-19i,1.0002812516034016+0j
1.0002812516035+0i,1.000281252
-75.0161516690178+0i,-75.01615167
-2.29013448452741+0i,-2.290134485
-6.21771396163298+0i,-6.217713962
376.309298911186+0i,376.3092989
21.5136885309414+0i,21.51368853
0+0i,0
59.8914850531609+0i,59.89148505
3.42400987383874+0i,3.424009874
0+0i,0
0.195500382534399+0i,0.195500383
0.105852060268697+0i,0.10585206
1+0i,1
4+0i,4
5+0i,5
0.501664047247218-0.000121829110543905i,0.5016640472472083-0.00012182911054879199j
0.501760357087165+0.00018928424714908i,0.50176035708718+0.00018928424712594003j
0.501664062040317+0i,0.501664062
0.50176039278999+0i,0.501760393
1+0i,1
2+0i,2
0.501532640746543-0.0584688909644194i,0.5015326407465149-0.05846889096462442j
0.501421319931316+0.0530860683766688i,0.5014213199313123+0.0530860683767466j
0.504929302917557+0i,0.504929303
0.504223631672847+0i,0.504223632
3+0i,3
1.00023680111616-7.67880223357321e-20i,1.000236801116069-4.467666754078678e-19j
1.00023680111616+0i,1.000236801
-75.064981042448+0i,-75.06498104
-2.00283313036304+0i,-2.00283313
-5.44042806104961+0i,-5.440428061
376.394355397566+0i,376.3943554
20.1337711195847+0i,20.13377112
0+0i,0
59.9050222134102+0i,59.90502221
3.20438919676275+0i,3.204389197
0+0i,0
0.195580253872205+0i,0.195580254
0.09898774103635+0i,0.098987741
1+0i,1
4+0i,4
5+0i,5
0.501454098591979-0.000109835501104061i,0.5014540985919704-0.00010983550110791206j
0.501538845070162+0.000161757595443408i,0.5015388450701747+0.00016175759542277142j
0.501454110620834+0i,0.501454111
0.501538871155398+0i,0.501538871
1+0i,1
2+0i,2
0.501337534667891-0.0546544895603373i,0.5013375346678663-0.054654489560528194j
0.501234469491566+0.0496138737463933i,0.5012344694915635+0.04961387374646693j
0.504307879073865+0i,0.504307879
0.50368395832567+0i,0.503683958
3+0i,3
1.00019539924861+9.28362664097843e-19i,1.0001953992485246+9.074221528775544e-20j
1.00019539924861+0i,1.000195399
-75.1135037315807+0i,-75.11350373
-1.71582729195991+0i,-1.715827292
-4.6631644975389+0i,-4.663164498
376.479463706494+0i,376.4794637
18.6490674861106+0i,18.64906749
0+0i,0
59.9185676214743+0i,59.91856762
2.96809127446885+0i,2.968091274
0+0i,0
0.195659291045954+0i,0.195659291
0.0916190978149408+0i,0.091619098
1+0i,1
4+0i,4
5+0i,5
0.501244698163681-9.69038690156516e-05i,0.501244698163674-9.690386901914017e-05j
0.501317741710362+0.00013534913675522i,0.501317741710373+0.0001353491367377226j
0.501244707530723+0i,0.501244708
0.501317759981597+0i,0.50131776
1+0i,1
2+0i,2
0.501143427502687-0.0505648574850728i,0.5011434275026655-0.05056485748524804j
0.501050172673886+0.0458938252885523i,0.5010501726738831+0.04589382528862074j
0.503687938848675+0i,0.503687939
0.503147611279381+0i,0.503147611
3+0i,3
1.00015715153336+3.48983039338492e-21i,1.0001571515332852+4.501881207466461e-19j
1.00015715153336+0i,1.000157152
-75.161720158739+0i,-75.16172016
-1.42911699081897+0i,-1.429116991
-3.88592238345247+0i,-3.885922383
376.5646223391+0i,376.5646223
17.0322119009706+0i,17.0322119
0+0i,0
59.9321210388005+0i,59.93212104
2.71076071582808+0i,2.710760716
0+0i,0
0.195737496511727+0i,0.195737497
0.0836129021275711+0i,0.083612902
1+0i,1
4+0i,4
5+0i,5
0.501035849471848-8.3041092794335e-05i,0.5010358494718421-8.304109279727227e-05j
0.501097052406071+0.000110052085052721i,0.5010970524060799+0.00011005208503818457j
0.501035856353415+0i,0.501035856
0.501097064491016+0i,0.501097064
1+0i,1
2+0i,2
0.500950323405095-0.0461268584606143i,0.5009503234050776-0.04612685846077346j
0.500868464297139+0.0418595125812008i,0.5008684642971366+0.041859512581264004j
0.503069491811137+0i,0.503069492
0.502614601181572+0i,0.502614601
3+0i,3
1.00012216495545+2.23334468472041e-19i,1.0001221649553864+2.2333446847204187e-19j
1.00012216495545+0i,1.000122165
-75.2096307540351+0i,-75.20963075
-1.14270225826659+0i,-1.142702258
-3.10870079591341+0i,-3.108700796
376.649829804121+0i,376.6498298
15.2412212256166+0i,15.24122123
0+0i,0
59.9456822280469+0i,59.94568223
2.425715696814+0i,2.425715697
0+0i,0
0.195814872739484+0i,0.195814873
0.0747646174169951+0i,0.074764617
1+0i,1
4+0i,4
5+0i,5
0.500827555955633-6.82540399967476e-05i,0.5008275559556282-6.825403999915267e-05j
0.500876782474387+8.58596476598593e-05i,0.5008767824743938+8.585964764831235e-05j
0.50082756060655+0i,0.500827561
0.500876789833361+0i,0.50087679
1+0i,1
2+0i,2
0.500758226607287-0.0412281597074605i,0.5007582266072728-0.0412281597076021j
0.500689379628844+0.0374089707186684i,0.5006893796288419+0.03740897071872564j
0.502452547677628+0i,0.502452548
0.502084938992744+0i,0.502084939
3+0i,3
1.00009054798902+5.58303695055754e-20i,1.0000905479889728-2.2332147802230793e-19j
1.00009054798902+0i,1.000090548
-75.2572359552751+0i,-75.25723596
-0.856583135731453+0i,-0.856583136
-2.3314987764519+0i,-2.331498776
376.735084617926+0i,376.7350846
13.2054525730047+0i,13.20545257
0+0i,0
59.9592509530865+0i,59.95925095
2.10171305275929+0i,2.101713053
0+0i,0
0.195891422212755+0i,0.195891422
0.0647298323591231+0i,0.064729832
1+0i,1
4+0i,4
5+0i,5
0.500619820984409-5.25495666696062e-05i,0.5006198209844056-5.25495666711214e-05j
0.500656937151672+6.27650260645692e-05i,0.5006569371516777+6.276502605563122e-05j
0.500619823742447+0i,0.500619824
0.500656941085952+0i,0.500656941
1+0i,1
2+0i,2
0.500567141423186-0.0356795213174923i,0.5005671414231747-0.035679521317613754j
0.500512954401129+0.0323704775702245i,0.5005129544011264+0.03237047757027417j
0.50183711631766+0i,0.501837116
0.501558635995305+0i,0.501558636
3+0i,3
1.00006241063523+1.95396451078313e-19i,1.0000624106351896+1.953964510783232e-19j
1.00006241063523+0i,1.000062411
-75.3045362078653+0i,-75.30453621
-0.570759675026223+0i,-0.570759675
-1.5543153306305+0i,-1.554315331
376.820385304545+0i,376.8203853
10.7872246320911+0i,10.78722463
0+0i,0
59.972826979011+0i,59.97282698
1.71684012243996+0i,1.716840122
0+0i,0
0.19596714742834+0i,0.195967147
0.052836798617236+0i,0.052836799
1+0i,1
4+0i,4
5+0i,5
0.500412647858353-3.59345168056829e-05i,0.5004126478583506-3.593451680688639e-05j
0.500437521594033+4.07614167118082e-05i,0.5004375215940364+4.0761416706051126e-05j
0.500412649148578+0i,0.500412649
0.500437523254073+0i,0.500437523
1+0i,1
2+0i,2
0.500377072252311-0.0291116739708862i,0.5003770722523038-0.029111673970984527j
0.500339224827147+0.0264090246800659i,0.5003392248271451+0.02640902468010666j
0.501223207759957+0i,0.501223208
0.501035703802815+0i,0.501035704
3+0i,3
1.00003786446145+1.39562987920316e-20i,1.0000378644614256+1.2560668912829417e-19j
1.00003786446145+0i,1.000037864
-75.3515319647172+0i,-75.35153196
-0.285231938634005+0i,-0.285231939
-0.777149427659267+0i,-0.777149428
376.905730395689+0i,376.9057304
7.63125488998759+0i,7.63125489
0+0i,0
59.9864100721352+0i,59.98641007
1.21455193773572+0i,1.214551938
0+0i,0
0.196042050896005+0i,0.196042051
0.03735072580918+0i,0.037350726
1+0i,1
4+0i,4
5+0i,5
0.500206039809034-1.84157218145697e-05i,0.5002060398090323-1.8415721814826682e-05j
0.500218540877796+1.98420117895917e-05i,0.5002185408777974+1.9842011786370685e-05j
0.500206040148033+0i,0.50020604
0.500218541271329+0i,0.500218541
1+0i,1
2+0i,2
0.500188023583712-0.0205705220668495i,0.5001880235837084-0.02057052206691894j
0.500168227617975+0.01865917646419i,0.5001682276179741+0.018659176464219517j
0.500610832198708+0i,0.500610832
0.500516154369495+0i,0.500516154
3+0i,3
1.00001702264196-4.18674728228073e-20i,1.00001702264195-5.582329709708229e-20j
1.00001702264196+0i,1.000017023
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
1+0i,1
